,DS,MV,proposed1(wcv)
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,1.0,1.0
0,1.0,0.98,1.0
0,1.0,0.97,1.0
0,1.0,0.96,1.0
0,1.0,0.88,1.0
0,1.0,0.95,1.0
0,1.0,0.87,1.0
0,1.0,0.85,1.0
0,1.0,0.84,1.0
0,1.0,0.76,1.0
0,1.0,0.76,1.0
0,1.0,0.67,1.0
0,1.0,0.6,1.0
0,1.0,0.61,1.0
0,0.0,0.44,0.0
0,0.0,0.46,0.0
0,0.0,0.26,0.0
0,0.0,0.25,0.0
0,0.0,0.18,0.0
0,0.0,0.16,0.0
0,0.0,0.13,0.0
0,0.0,0.04,0.0
0,0.0,0.07,0.0
0,0.0,0.03,0.0
0,0.0,0.03,0.0
0,0.0,0.02,0.0
0,0.0,0.02,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
